"Operation Date","User","Operation Type","Transaction ID","Description","Amount","Balance","Label"
"09/02/2025 10:02:04","system system","REFUND","4442","PNR 62C8H8","155.25","8532.23",""
"09/02/2025 10:18:23","Nusuk Nusuk","PURCHASE","4443","PNR 7KW6C2","-356.50","8175.73",""
"09/02/2025 10:35:30","Nusuk Nusuk","PURCHASE","4444","PNR TKIUNK","-356.50","7819.23",""
"09/02/2025 11:23:25","Nusuk Nusuk","PURCHASE","4449","PNR QDY6L4","-178.25","7640.98",""
"09/02/2025 11:23:39","Nusuk Nusuk","PURCHASE","4450","PNR SXYGF6","-143.75","7497.23",""
"09/02/2025 11:24:48","Nusuk Nusuk","PURCHASE","4451","PNR AUMC3A","-143.75","7353.48",""
"09/02/2025 11:29:44","Nusuk Nusuk","PURCHASE","4453","PNR VKD6PG","-143.75","7209.73",""
"09/02/2025 11:40:26","Nusuk Nusuk","PURCHASE","4454","PNR N6FZGU","-230.00","6979.73",""
"09/02/2025 11:47:06","Nusuk Nusuk","PURCHASE","4455","PNR PR8PAC","-356.50","6623.23",""
"09/02/2025 11:55:27","Nusuk Nusuk","PURCHASE","4457","PNR VARUZW","-1127.00","5496.23",""
"09/02/2025 12:09:53","Nusuk Nusuk","PURCHASE","4460","PNR WF9V7I","-772.80","4723.43",""
"09/02/2025 12:27:47","Nusuk Nusuk","PURCHASE","4462","PNR YEQ7HD","-149.50","4573.93",""
"09/02/2025 13:20:57","Nusuk Nusuk","PURCHASE","4466","PNR UUJ6DJ","-563.50","4010.43",""
"09/02/2025 13:30:45","Nusuk Nusuk","PURCHASE","4467","PNR 4YKEPC","-178.25","3832.18",""
"09/02/2025 13:31:01","Nusuk Nusuk","PURCHASE","4468","PNR NCVRPS","-623.88","3208.30",""
"09/02/2025 13:36:36","Nusuk Nusuk","PURCHASE","4469","PNR RY5KSD","-460.00","2748.30",""
"09/02/2025 13:47:57","Nusuk Nusuk","PURCHASE","4470","PNR 5XKEYS","-772.80","1975.50",""
"09/02/2025 14:40:44","Nusuk Nusuk","PURCHASE","4476","PNR YM2DZL","-224.25","1751.25",""
"09/02/2025 14:50:36","Nusuk Nusuk","PURCHASE","4477","PNR KGS6V8","-103.50","1647.75",""
"09/02/2025 15:01:23","Nusuk Nusuk","PURCHASE","4478","PNR HWXARD","-57.50","1590.25",""
"09/02/2025 15:24:20","Nusuk Nusuk","PURCHASE","4480","PNR MLJCBD","-460.00","1130.25",""
"09/02/2025 16:04:52","Nusuk Nusuk","PURCHASE","4486","PNR B8IUM2","-149.50","980.75",""
"09/02/2025 16:04:54","system system","REFUND","4487","PNR B8IUM2","149.50","1130.25",""
"09/02/2025 16:04:59","Nusuk Nusuk","PURCHASE","4488","PNR L6ZYPD","-230.00","900.25",""
"09/02/2025 16:39:27","Nusuk Nusuk","PURCHASE","4491","PNR 4YPG9H","-356.50","543.75",""
"09/02/2025 17:23:15","Nusuk Nusuk","PURCHASE","4497","PNR 85EK2M","-534.75","9.00",""
